iter	Accuracy	Logloss
883	0.9079289941	0.24661952
884	0.9084023669	0.2465664548
885	0.9084023669	0.2465439171
886	0.9084023669	0.246446598
887	0.9084023669	0.2462894537
888	0.9084023669	0.2462016297
889	0.9084023669	0.2460144853
890	0.9084023669	0.2459343933
891	0.9086390533	0.2458640811
892	0.909112426	0.2457642497
893	0.9095857988	0.2455881814
894	0.9098224852	0.2455222583
895	0.910295858	0.2454172549
896	0.910295858	0.2453519805
897	0.910295858	0.2452320661
898	0.9105325444	0.2451427612
899	0.9105325444	0.2450362514
900	0.9105325444	0.2449465071
901	0.9105325444	0.2449144434
902	0.9105325444	0.2448942303
903	0.9105325444	0.2447995829
904	0.9105325444	0.2446943757
905	0.9105325444	0.244590811
906	0.9110059172	0.2444076908
907	0.9107692308	0.2442785202
908	0.9107692308	0.244205089
909	0.9107692308	0.2440706337
910	0.9112426036	0.2439615344
911	0.9112426036	0.2438096167
912	0.9112426036	0.2437388889
913	0.9112426036	0.2436483608
914	0.9112426036	0.2435822025
915	0.9112426036	0.2434836079
916	0.9117159763	0.2433809245
917	0.9117159763	0.2432607125
918	0.9117159763	0.2431593722
919	0.9119526627	0.2430794835
920	0.9119526627	0.2430037399
921	0.9121893491	0.2428023451
922	0.9121893491	0.2426386394
923	0.9121893491	0.2425269111
924	0.9124260355	0.2424119598
925	0.9124260355	0.2423148348
926	0.9126627219	0.2422156173
927	0.9124260355	0.242131991
928	0.9128994083	0.2419408801
929	0.9131360947	0.2418361453
930	0.9131360947	0.2417606046
931	0.9133727811	0.2417043177
932	0.9133727811	0.2416217983
933	0.9138461538	0.241362105
934	0.9140828402	0.241255289
935	0.9140828402	0.241156256
936	0.9140828402	0.2409738897
937	0.9143195266	0.2408271431
938	0.9140828402	0.2406345355
939	0.9138461538	0.240455633
940	0.9140828402	0.2403263609
941	0.9147928994	0.2401699831
942	0.914556213	0.2400789293
943	0.9143195266	0.2400474676
944	0.9143195266	0.2399672325
945	0.9140828402	0.2398780691
946	0.9140828402	0.2398067699
947	0.9140828402	0.2396683731
948	0.9140828402	0.2396424802
949	0.914556213	0.2394948325
950	0.914556213	0.2393720345
951	0.914556213	0.2393530015
952	0.9150295858	0.2391605646
953	0.9152662722	0.2390452339
954	0.9152662722	0.2389210721
955	0.9152662722	0.2388417168
956	0.9152662722	0.2388123312
957	0.9152662722	0.2386576084
958	0.9155029586	0.2385242333
959	0.915739645	0.2384005317
960	0.9159763314	0.2382788569
961	0.9162130178	0.2380857991
962	0.9162130178	0.237923801
963	0.9159763314	0.2377075107
964	0.9162130178	0.23755242
965	0.9162130178	0.2374424216
966	0.9164497041	0.2373061968
967	0.9164497041	0.2371597554
968	0.9164497041	0.2370074458
969	0.9166863905	0.2369476357
970	0.9166863905	0.2368864287
971	0.9166863905	0.2367934864
972	0.9164497041	0.2367170578
973	0.9166863905	0.236568645
974	0.9173964497	0.2364435373
975	0.9173964497	0.2363823803
976	0.9171597633	0.2363164814
977	0.9171597633	0.2362125153
978	0.9171597633	0.2361323659
979	0.9171597633	0.2360029881
980	0.9171597633	0.2359008888
981	0.9183431953	0.2357664124
982	0.9178698225	0.2356699935
983	0.9178698225	0.2354991662
984	0.9178698225	0.235394739
985	0.9176331361	0.2353661224
986	0.9178698225	0.2352970765
987	0.9178698225	0.2352696406
988	0.9181065089	0.2351479426
989	0.9181065089	0.2350849407
990	0.9183431953	0.2349926648
991	0.9183431953	0.2348943668
992	0.9185798817	0.2347761244
993	0.9185798817	0.23475921
994	0.9190532544	0.2346390616
995	0.9195266272	0.2344062342
996	0.9197633136	0.2342435988
997	0.9202366864	0.2341054306
998	0.92	0.2340314786
999	0.92	0.2339802394
